month,yhat,AQI
2024-10,3.566430750226867,0.8916076875567167
2024-11,3.024900159077474,0.7562250397693685
2024-12,2.263229537850008,0.565807384462502
2025-01,1.352329458626805,0.3380823646567013
2025-02,0.41896401999679916,0.10474100499919979
2025-03,-0.5181222947598014,
2025-04,-1.4226466328834506,
2025-05,-2.3616093118965615,
2025-06,-3.3519700095408314,
2025-07,-4.248902739157432,
2025-08,-5.222107403488114,
2025-09,-6.1775265666317205,
2025-10,-7.08659143953412,
2025-11,-7.817705610028244,
