month,yhat,AQI
2024-10,47.4683852572029,43.952208571484164
2024-11,56.38971480010226,55.53973501366739
2024-12,73.24210956996286,108.84738349487003
2025-01,89.3708091823522,159.69313947027675
2025-02,104.47525872716554,198.64671987532165
2025-03,119.60863532994625,
2025-04,135.182262737352,
2025-05,151.14910092878026,
2025-06,166.39365675859003,
2025-07,182.14618539124658,
2025-08,198.39148387126102,
2025-09,213.51794967697705,
2025-10,229.44764353037002,
2025-11,240.10038061262384,
